0.014	0.64	2811
0.016	0.64	3000
0.018	0.64	3000
0.02	0.64	3000
0.022	0.64	3000
0.024	0.64	3000
0.026	0.64	3000
0.028	0.64	3000
0.03	0.64	3000

0.0	0.66	1259
0.002	0.66	88
0.004	0.66	77
0.006	0.66	86
0.008	0.66	102
0.01	0.66	221
0.012	0.66	2426
0.014	0.66	2980
0.016	0.66	3000
0.018	0.66	3000
0.02	0.66	3000
0.022	0.66	3000
0.024	0.66	3000
0.026	0.66	3000
0.028	0.66	3000
0.03	0.66	3000

0.0	0.68	1833
0.002	0.68	87
0.004	0.68	79
0.006	0.68	84
0.008	0.68	92
0.01	0.68	234
0.012	0.68	2316
0.014	0.68	2934
0.016	0.68	3000
0.018	0.68	3000
0.02	0.68	3000
0.022	0.68	3000
0.024	0.68	3000
0.026	0.68	3000
0.028	0.68	3000
0.03	0.68	3000

0.0	0.7	1258
0.002	0.7	87
0.004	0.7	77
0.006	0.7	72
0.008	0.7	98
0.01	0.7	171
0.012	0.7	2627
0.014	0.7	2759
0.016	0.7	3000
0.018	0.7	3000
0.02	0.7	3000
0.022	0.7	3000
0.024	0.7	3000
0.026	0.7	3000
0.028	0.7	3000
0.03	0.7	3000

0.0	0.72	1552
0.002	0.72	74
0.004	0.72	77
0.006	0.72	80
0.008	0.72	94
0.01	0.72	172
0.012	0.72	2239
0.014	0.72	3000
0.016	0.72	3000
0.018	0.72	3000
0.02	0.72	3000
0.022	0.72	3000
0.024	0.72	3000
0.026	0.72	3000
0.028	0.72	3000
0.03	0.72	3000

0.0	0.74	951
0.002	0.74	85
0.004	0.74	69
0.006	0.74	83
0.008	0.74	85
0.01	0.74	182
0.012	0.74	2101
0.014	0.74	3000
0.016	0.74	3000
0.018	0.74	3000
0.02	0.74	3000
0.022	0.74	3000
0.024	0.74	3000
0.026	0.74	3000
0.028	0.74	3000
0.03	0.74	3000

0.0	0.76	1248
0.002	0.76	83
0.004	0.76	76
0.006	0.76	78
0.008	0.76	97
0.01	0.76	177
0.012	0.76	1524
0.014	0.76	3000
0.016	0.76	3000
0.018	0.76	3000
0.02	0.76	3000
0.022	0.76	3000
0.024	0.76	3000
0.026	0.76	3000
0.028	0.76	3000
0.03	0.76	3000

0.0	0.78	1241
0.002	0.78	79
0.004	0.78	78
0.006	0.78	74
0.008	0.78	92
0.01	0.78	216
0.012	0.78	1527
0.014	0.78	2860
0.016	0.78	3000
0.018	0.78	3000
0.02	0.78	3000
0.022	0.78	3000
0.024	0.78	3000
0.026	0.78	3000
0.028	0.78	3000
0.03	0.78	3000

0.0	0.8	666
0.002	0.8	74
0.004	0.8	70
0.006	0.8	73
0.008	0.8	83
0.01	0.8	164
0.012	0.8	1772
0.014	0.8	3000
0.016	0.8	3000
0.018	0.8	3000
0.02	0.8	3000
0.022	0.8	3000
0.024	0.8	3000
0.026	0.8	3000
0.028	0.8	3000
0.03	0.8	3000

0.0	0.82	1249
0.002	0.82	82
0.004	0.82	82
0.006	0.82	80
0.008	0.82	82
0.01	0.82	120
0.012	0.82	1112
0.014	0.82	2795
0.016	0.82	3000
0.018	0.82	3000
0.02	0.82	3000
0.022	0.82	3000
0.024	0.82	3000
0.026	0.82	3000
0.028	0.82	3000
0.03	0.82	3000

0.0	0.84	1827
0.002	0.84	75
0.004	0.84	69
0.006	0.84	80
0.008	0.84	78
0.01	0.84	191
0.012	0.84	938
0.014	0.84	3000
0.016	0.84	3000
0.018	0.84	3000
0.02	0.84	3000
0.022	0.84	3000
0.024	0.84	3000
0.026	0.84	3000
0.028	0.84	3000
0.03	0.84	3000

0.0	0.86	1537
0.002	0.86	73
0.004	0.86	69
0.006	0.86	75
0.008	0.86	83
0.01	0.86	151
0.012	0.86	1362
0.014	0.86	2740
0.016	0.86	3000
0.018	0.86	3000
0.02	0.86	3000
0.022	0.86	3000
0.024	0.86	3000
0.026	0.86	3000
0.028	0.86	3000
0.03	0.86	3000

0.0	0.88	659
0.002	0.88	71
0.004	0.88	69
0.006	0.88	67
0.008	0.88	87
0.01	0.88	150
0.012	0.88	823
0.014	0.88	2861
0.016	0.88	3000
0.018	0.88	3000
0.02	0.88	3000
0.022	0.88	3000
0.024	0.88	3000
0.026	0.88	3000
0.028	0.88	3000
0.03	0.88	3000

0.0	0.9	1241
0.002	0.9	78
0.004	0.9	80
0.006	0.9	73
0.008	0.9	69
0.01	0.9	154
0.012	0.9	1047
0.014	0.9	3000
0.016	0.9	3000
0.018	0.9	3000
0.02	0.9	3000
0.022	0.9	3000
0.024	0.9	3000
0.026	0.9	3000
0.028	0.9	3000
0.03	0.9	3000

